44.67692308,44.67692308,44.67692308,44.57610268,42.27134011,44.67692308,44.67692308,44.67692308,44.67692308,44.67692308,44.67692308,44.67692308,44.67692308,44.67692308,44.67692308,44.39304362,43.83600097,44.30474099,22.8
44.56796316,44.5769247,44.58478335,44.67692308,44.67692308,44.67692308,44.57471493,44.67692308,44.57280407,44.57941022,44.29246209,44.57447732,44.37851357,44.57811262,44.28162557,44.67692308,44.67692308,44.67692308,22.2
44.45900324,44.5769247,44.40050388,44.57610268,44.58440066,44.67692308,44.67692308,44.67692308,44.57280407,44.48189737,43.71577061,44.3695858,44.08010407,44.57811262,43.49103054,44.4876701,44.67692308,44.58387756,21.7
44.45900324,44.67692308,44.30836415,44.27364148,44.49187823,44.35861503,44.57471493,44.57647378,44.46868506,44.48189737,43.23519437,44.06224852,43.68222473,44.38049172,42.7992599,44.4876701,44.67692308,44.58387756,21.1
44.13212347,44.5769247,44.03194496,44.07200068,44.30683339,44.25251234,44.47250679,44.27512591,44.26044704,44.38438452,42.75461814,43.75491124,43.28434539,44.08406036,42.30513801,44.39304362,44.67692308,44.39778651,20.6
44.13212347,44.5769247,43.66338604,43.76953948,44.02926613,44.04030697,44.57471493,44.07422732,44.05220903,44.18935881,42.17792665,43.55001972,42.98593589,43.88643946,41.51454299,44.10916415,44.4900515,44.11864995,21.1
44.13212347,44.47692632,43.38696685,43.46707828,43.84422128,43.72199892,44.37029865,43.87332873,43.84397101,44.09184595,41.79346566,43.24268244,42.48858671,43.68881855,41.0204211,43.91991118,44.4900515,44.02560443,21.7
43.91420363,44.37692794,43.11054766,42.96297629,43.47413159,43.50979355,44.2680905,43.57198086,43.42749498,43.89682025,41.31288943,43.03779091,42.09070738,43.49119765,40.32865045,43.63603172,44.39661571,43.65342234,22.2
43.69628379,44.17693118,42.83412846,42.66051509,43.38160917,43.1914855,44.06367421,43.37108227,43.21925696,43.79930739,41.02454369,42.83289939,41.79229787,43.09595584,39.83452856,43.35215226,44.39661571,43.4673313,22.2
43.69628379,44.07693281,42.46556954,42.35805389,42.91899706,42.87317745,43.96146607,42.86883581,43.01101895,43.70179454,40.44785221,42.52556211,41.49388837,42.99714539,39.2415823,43.16289928,44.20974413,43.18819474,21.7
43.47836395,43.87693605,42.18915035,41.8539519,42.73395222,42.5548694,43.75704978,42.66793722,42.49042391,43.50676883,40.06339122,42.21822483,41.09600903,42.70071403,38.54981165,42.87901982,44.11630834,42.81601265,21.7
43.26044411,43.67693929,41.82059143,41.6523111,42.36386253,42.44876672,43.65484164,42.26614005,42.3863049,43.31174312,39.58281498,41.91088755,40.69812969,42.40428267,38.15451414,42.59514036,43.92943676,42.44383057,21.7
43.04252427,43.57694091,41.63631196,41.2490295,42.08629527,42.13045866,43.45042535,41.86434288,41.96982887,43.21423027,39.29446924,41.70599603,40.39972019,42.20666177,37.66039225,42.3112609,43.83600097,42.164694,21.7
42.93356435,43.37694416,41.26775304,40.9465683,41.71620558,41.81215061,43.24600906,41.66344429,41.55335284,43.01920456,38.813893,41.50110451,40.10131068,42.00904086,37.16627036,42.02738144,43.55569361,41.88555744,21.1
42.71564451,43.1769474,40.99133385,40.6441071,41.43863832,41.59994524,43.14380092,41.26164712,41.44923383,42.82417885,38.52554726,41.19376723,39.70343134,41.61379905,36.67214847,41.64887549,43.36882203,41.51337536,21.1
42.60668459,43.07694902,40.80705439,40.24082551,41.16107105,41.28163719,42.93938463,40.96029924,41.0327578,42.62915315,38.23720152,40.88642995,39.40502184,41.5149886,36.27685096,41.45962252,43.27538624,41.23423879,20.6
42.38876475,42.87695227,40.5306352,39.93836431,40.88350379,40.96332914,42.73496835,40.55850207,40.72040077,42.43412744,37.85274053,40.78398419,39.10661234,41.21855725,35.88155345,41.17574305,43.08851466,40.95510223,20
42.17084491,42.67695551,40.16207627,39.83754391,40.42089168,40.85722646,42.6327602,40.25715419,40.51216276,42.14158888,37.46827955,40.37420115,38.90767267,40.82331544,35.48625594,40.79723711,42.90164308,40.58292014,20
41.95292507,42.37696037,39.88565708,39.33344191,40.14332441,40.53891841,42.32613577,39.95580631,40.09568672,41.94656317,37.1799338,40.16930963,38.60926316,40.62569453,35.09095843,40.60798413,42.7147715,40.30378358,19.4
