2050,1,2,23,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,5.1,1.6,78,102150,0,0,338,0,0,0,0,0,0,0,0,0,10,10,9999,99999,9,999999999,100,999,999,99
2050,1,2,24,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,5.1,2.6,84,102150,0,0,338,0,0,0,0,0,0,0,0,0,10,10,9999,99999,9,999999999,100,999,999,99
2050,1,3,1,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,5.1,3.6,90,101950,0,0,338,0,0,0,0,0,0,0,140,1.5,10,10,9999,99999,9,999999999,100,999,999,99
2050,1,3,2,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,5.1,3.6,90,101950,0,0,338,0,0,0,0,0,0,0,0,0,10,10,9999,99999,9,999999999,100,999,999,99
2050,1,3,3,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,5.1,3.6,90,101950,0,0,338,0,0,0,0,0,0,0,0,0,10,10,9999,99999,9,999999999,100,999,999,99
2050,1,3,4,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,5.1,3.6,90,101850,0,0,338,0,0,0,0,0,0,0,0,0,10,10,9999,99999,9,999999999,100,999,999,99
2050,1,3,5,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,6,4.5,90,101750,0,0,343,0,0,0,0,0,0,0,0,0,10,10,9999,99999,9,999999999,100,999,999,99
2050,1,3,6,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,6,4.5,90,101750,0,0,343,0,0,0,0,0,0,0,0,0,10,10,9999,99999,9,999999999,100,999,999,99
2050,1,3,7,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,7.8,5.3,84,101850,0,0,352,0,0,0,0,0,0,0,230,2.1,10,10,9999,99999,9,999999999,100,999,999,99
2050,1,3,8,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,8.8,5.2,78,101750,35,777,357,1,0,1,126,0,126,39,230,3.1,10,9,9999,99999,9,999999999,100,999,999,99
2050,1,3,9,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,8.8,6.3,84,101850,229,1413,357,26,0,26,3126,0,3126,1026,220,2.6,10,9,9999,99999,9,999999999,100,999,999,99
2050,1,3,10,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,9.7,7.1,84,101850,408,1413,362,205,176,154,22110,14366,17956,3428,290,2.1,10,9,9999,99999,9,999999999,100,999,999,99
2050,1,3,11,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,10.6,6.9,78,101750,534,1413,366,246,149,190,26739,13286,22102,4395,0,0,10,7,9999,99999,9,999999999,100,999,999,99
2050,1,3,12,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,10.6,6.9,78,101650,598,1413,366,228,86,192,25318,7962,21820,5372,160,1.5,10,9,9999,99999,9,999999999,100,999,999,99
2050,1,3,13,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,11.5,6.9,73,101650,598,1413,371,342,265,230,37050,24224,26565,5460,0,0,10,9,9999,99999,9,999999999,100,999,999,99
2050,1,3,14,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,12.4,7.7,73,101550,531,1413,376,77,7,75,9155,342,8866,3267,0,0,10,6,9999,99999,9,999999999,100,999,999,99
2050,1,3,15,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,11.5,8,79,101550,404,1413,371,94,15,90,10637,683,10177,3394,0,0,10,10,9999,99999,9,999999999,100,999,999,99
2050,1,3,16,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,10.6,9.1,90,101550,224,1413,366,44,11,42,4993,57,4816,1541,0,0,10,10,9999,99999,9,999999999,100,999,999,99
2050,1,3,17,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,9.7,8.2,90,101550,32,730,362,2,0,2,238,0,238,75,0,0,10,10,9999,99999,9,999999999,100,999,999,99
2050,1,3,18,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,9.7,8.2,90,101550,0,0,362,0,0,0,0,0,0,0,0,0,10,10,9999,99999,9,999999999,100,999,999,99
2050,1,3,19,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,9.7,8.2,90,101550,0,0,362,0,0,0,0,0,0,0,330,2.6,10,10,9999,99999,9,999999999,100,999,999,99
2050,1,3,20,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,9.7,8.2,90,101450,0,0,362,0,0,0,0,0,0,0,0,0,10,10,9999,99999,9,999999999,100,999,999,99
2050,1,3,21,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,8.8,8.4,97,101450,0,0,357,0,0,0,0,0,0,0,0,0,10,10,9999,99999,9,999999999,100,999,999,99
2050,1,3,22,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,8.8,7.3,90,101350,0,0,357,0,0,0,0,0,0,0,340,2.1,10,10,9999,99999,9,999999999,100,999,999,99
2050,1,3,23,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,8.8,7.3,90,101350,0,0,357,0,0,0,0,0,0,0,10,1.5,10,10,9999,99999,9,999999999,100,999,999,99
2050,1,3,24,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,8.8,7.3,90,101150,0,0,357,0,0,0,0,0,0,0,360,2.6,10,10,9999,99999,9,999999999,100,999,999,99
2050,1,4,1,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,8.8,7.3,90,101050,0,0,357,0,0,0,0,0,0,0,10,3.1,10,10,9999,99999,9,999999999,100,999,999,99
2050,1,4,2,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,7.8,6.3,90,101050,0,0,352,0,0,0,0,0,0,0,350,2.6,10,10,9999,99999,9,999999999,100,999,999,99
2050,1,4,3,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,7.8,6.3,90,101150,0,0,352,0,0,0,0,0,0,0,350,3.1,10,10,9999,99999,9,999999999,100,999,999,99
2050,1,4,4,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,7.8,6.3,90,101050,0,0,352,0,0,0,0,0,0,0,360,3.1,10,10,9999,99999,9,999999999,100,999,999,99
2050,1,4,5,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,7.8,5.3,84,101150,0,0,352,0,0,0,0,0,0,0,350,3.1,10,10,9999,99999,9,999999999,100,999,999,99
2050,1,4,6,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,6.9,5.4,90,101150,0,0,348,0,0,0,0,0,0,0,10,3.6,10,10,9999,99999,9,999999999,100,999,999,99
2050,1,4,7,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,6.9,4.4,84,101250,0,0,348,0,0,0,0,0,0,0,350,3.1,10,10,9999,99999,9,999999999,100,999,999,99
2050,1,4,8,0,*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?*?,6,4.5,90,101350,35,777,343,2,0,2,240,0,240,76,10,3.1,10,10,9999,99999,9,999999999,100,999,999,99
